,Next,Standard,294,Virtual,1,Total Errors,1,,,Manca l'ASIN,Inviato ad Amazon,,Inviato all'assistenza,,,,,
,box,Temporary,16,,,,,,,Manca lo SKU,In waiting,,Scartato,#REF!,,,,
,Box,Box Type,Picked,Shipped,LPN,Brand,Additional Info,Other Info,Product Description,Destination,Verification Request,State (Amz),Reason (Amz),Customer Notes,ASIN,SKU,FNSKU,Notes
,236,Standard,25/07/2024,25/07/2024,LPNHE829582363,Thera-band,,manca scatola,"THERABAND Latexfreie Übungsbänder im Set Blau, Schwarz | Schwer",Dispose,,CUSTOMER_DAMAGED,NO_REASON_GIVEN,,B000LX4KRA,2H-227Q-R2ZT,X001KIJ4QF,
,236,Standard,25/07/2024,25/07/2024,LPNHE842685771,Western Digital,,,"WD Red WD20EFAX Interne Festplatte (2 TB, 8,9 cm (3,5 Zoll), SATA, 6 GB/S, 5400 U/min, Puffer)",Dispose,,DEFECTIVE,NOT_COMPATIBLE,Defekt,B07WVCK2K6,FR-I3CW-EHZ2,X001UMRHM9,
,236,Standard,25/07/2024,25/07/2024,LPNHE837246473,Ultimate Ears,,,"Ultimate Ears Megablast Enceinte sans Fil Portable Connectée, Wifi et Bluetooth, Basses Puissantes, Amazon Alexa Intégrée, Etanche, Batterie 16h, Connection Multiple, Fonction Mains-Libres - Noire",Dispose,,DEFECTIVE,DEFECTIVE,Impossible d&#39;allumer l&#39;enceinte même en la mettant en charge pendant plus de 12h,B075XV74YT,amzn.gr.QJ-A1O3-P4IW-mLIGzAxT_lW4UwKu-LN,X001YX6GT9,
,236,Standard,25/07/2024,25/07/2024,LPNIC083805353,Kerbl,,,Kerbl Commande pour porte de poulailler automatique,Dispose,,DEFECTIVE,DEFECTIVE,L&#39;article n&#39;est clairement pas neuf. Il a été utilisé plusieurs années. C&#39;est une honte ! Et bien sûr il ne fonctionne pas,B07DRJ24VZ,56-ZLMR-PN65,X001UNNPKL,
,236,Standard,25/07/2024,25/07/2024,LPNHE846187846,Epos,,con capelli,"EPOS I Sennheiser Casque Gamer GSP 500, Casque Gaming Flip-to-Mute, Casque Audio Micro Antibruit, Arceau Ergonomique, Coussinets Mousse, Compatible PC, Mac, PS4, PS5, Xbox Series X et One, Switch",Dispose,,DEFECTIVE,DEFECTIVE,,B079D7HJ13,4044155224320,X001QKSYY5,
,236,Standard,25/07/2024,25/07/2024,LPNHE834282266,Epos,,,"EPOS I Sennheiser Casque Gamer GSP 500, Casque Gaming Flip-to-Mute, Casque Audio Micro Antibruit, Arceau Ergonomique, Coussinets Mousse, Compatible PC, Mac, PS4, PS5, Xbox Series X et One, Switch",Dispose,,DEFECTIVE,DEFECTIVE,le son est tres faible et ne fonctionne que sur une orreille (Droite),B079D7HJ13,4044155224320,X001QKSYY5,
,236,Standard,25/07/2024,25/07/2024,LPNHE823087241,Blaupunkt,,,"Blaupunkt BPA1119BT Autoradio, 1 DIN, Bluetooth, USB, Schwarz",Dispose,,DEFECTIVE,DEFECTIVE,"Kein Strom, obwohl laut Messung Verkabelung korrekt.",B07XQWP36F,JM-TOG4-JIT5,X001YY0A4P,
,3,Virtual,25/07/2024,,LPNHK240857564,Orno,,,ORNO Fossa Gegensprechanlage 1 Einfamilienhaus für Unterputz 2-Draht 230 V AC Nachname Hintergrundbeleuchtung(Gegensprechanlage),Dispose,,DEFECTIVE,DEFECTIVE,Artikel funktioniert nach verbau nicht. Keine Funktion,B06XVS19J5,CX-NT99-BS4I-stickerless,B06XVS19J5,
,2,Virtual,25/07/2024,,LPNHK244073934,Soundmaster,,,Soundmaster FUR6005 Funkgesteuertes Uhrenradio mit Projektion Infarot-Sensor IR-Sensor Funkuhr Funkwecker Projektionswecker,Dispose,,DEFECTIVE,DEFECTIVE,Empfängt kein Zeitsignal,B00KMM4TQW,ZI-65OF-I47G,X001Y51R9B,
,166,Standard,25/07/2024,25/07/2024,LPNHE816977582,Soundmaster,?????????????,manca scatola -X,-,Dispose,,-,-,-,-,-,-,
,166,Standard,25/07/2024,25/07/2024,LPNHE780651294,Emerio,,manca scatola -X ,"Emerio FH-106737.2, TESTSIEGER Note 1.5, kleiner kompakter portabler Heizlüfter für 20 m², 2 Heizleistungen + Ventilatorfunktion, verstellbarer The",Dispose,,DEFECTIVE,DEFECTIVE,,B09N43LTMW,7333282007959,B09N43LTMW,
,166,Standard,25/07/2024,25/07/2024,LPNHE784755724,Kerbl,,manca scatola -X,"Kerbl Titan N 1800 - Elettrificatore per recinto, 1.8 J, 230 V",Dispose,,DEFECTIVE,DEFECTIVE,"Salve, ha funzionato per pochi giorni ma con bassa potenza , ho controllato il recinto e la messa a terra era tutto ok , ho riprovato e manda qualche impulso al recinto e poi niente",B07NRY9PP8,4018653972052,B07NRY9PP8,
,166,Standard,25/07/2024,25/07/2024,LPNHE829661104,Sauermann,,X,Sauermann SAUSI82CE01UN23 Pompe de vidange de condense pour chaudières,Dispose,,DEFECTIVE,DEFECTIVE,La pompe ne fonctionne pas,B00I087MN2,K4-8EZ7-9XW3,X001WUSL3X,
,166,Standard,25/07/2024,25/07/2024,LPNIC102089331,Minelab,,tutto a pezzi dentro -X ,Minelab Vanquish 440 Detector de metales con bobina impermeable doble D V10 de 10 x 7 pulgadas,Dispose,,DEFECTIVE,DEFECTIVE,No discrimina los metales,B082XCLP94,9D-93NY-1ZW2,X001WSYC01,
,166,Standard,25/07/2024,25/07/2024,LPNHE832956527,Vet-19li,,X,"Cartellatrice Elettrica a Batteria, Cartellatrice Per Condizionamento, Cartellatrice Per Tubi in Rame, Ø 1/4″, 3/8″, 1/2″, 5/8″, 3/4″",Dispose,,DEFECTIVE,DEFECTIVE,Si accende ma non funziona,B08V1QM21Q,ZO-HX1U-Z6RD,X001YNXC9V,
,278,Standard,25/07/2024,25/07/2024,LPNHK231776813,Pentair,,scatola danneggiata -X ,Jung Pumpen Pumpe U 3 K NIRO Ständerpumpe 4037066002057,Dispose,,DEFECTIVE,SWITCHEROO,"Pumpe ist ohne Schwimmer,für mich nicht zu gebrauchen.Erste Bestellung war,gleicher Artikel mit Schwimmer!!!",B003Z7N5WK,PV-NZAG-9HXV,X001YJB6WF,
,3,Virtual,25/07/2024,,LPNHE833200064,Arizer,,forse usato -X ,Arizer Solo 2 (nero),Dispose,,DEFECTIVE,DEFECTIVE,,B071GRQBQR,PU-M1M4-GA85,X001W891UH,
,,Standard,25/07/2024,29/07/2024,N.A.,Minelab,?????????????,,,Dispose,,-,-,-,-,-,-,
,,Temporary,25/07/2024,29/07/2024,LPNHK239078340,Sawyer,,solo perchè scatola un po rovinata,"Sawyer Products SP128 Mini Water Filtration System, Single, Blue",Dispose,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B00FA2RLX2,9G-X5KG-KDZ3,X001WCWHRR,
,255,Standard,09/02/2024,2/8/24,LPNA042454169,Singer,,,"Singer Start 1306 Macchina da Cucire Meccanica, Bianco, Sconosciuta",Used inventory,,DEFECTIVE,DEFECTIVE,,B00SWI4J18,OB-ONF3-O7WR,X001LQGAX1,
,255,Standard,09/02/2024,2/8/24,LPNHK118282829,Singer,,Non si muove l'ago,"Singer 2250, Weiß, 43 x 22 x 35,2 cm 6 Kg",Used inventory,,DEFECTIVE,DEFECTIVE,,B001CBZB5K,C6-7HOS-SN30,X001LPXS87,
,255,Standard,09/02/2024,2/8/24,LPNIC035734071,Singer,,,SINGER Heavy Duty 4411 - Máquina de coser eléctrica,Used inventory,,DEFECTIVE,DEFECTIVE,Producto defectuoso,B003VWXZKG,JO-324L-2WH3,X001NNHOFZ,
,259,Standard,05/07/2024,07/08/2024,LPNHE804661737,Reflecta,,,Reflecta Film Scanner Super 8 - Normal 8,New inventory,,DEFECTIVE,NOT_COMPATIBLE,Kein Ton. Kein platz für Spulen.,B01MYE5KPS,6G-8KES-HALX,X001Y7CGLR,
,259,Standard,05/07/2024,09/08/2024,LPNA031226928,Singer,,,"Singer HD 4411 Macchina per Cucire, Bianco",Used inventory,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B008CCK4RC,H5-O74L-6Q0W,X001LQGAMR,
,259,Standard,05/07/2024,09/08/2024,LPNA037590176,Singer,,,Singer 230246102 Macchina da cucire a braccio libero M1005 Bianco,Used inventory,,CUSTOMER_DAMAGED,DEFECTIVE,,B096L4TCML,67-OLGX-5VOR,X001VSCW59,
,259,Standard,05/07/2024,09/08/2024,LPNHE838794810,Singer,,,Singer 230246102 Freiarmnaehmaschine M1005 Weiß,Used inventory,,DEFECTIVE,DEFECTIVE,,B096L4TCML,67-OLGX-5VOR,X001VSCW59,
,259,Standard,05/07/2024,09/08/2024,LPNHE188829762,Singer,,,"Singer SteamWorks Pro 2.0: Ferro da Stiro Verticale, Stiratrice Verticale, Stira Camicie per Cura del Tessuto Professionale con Tecnologia Stiro Verticale Vapore",Used inventory,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B0BRT8JH9C,VH-JOYD-LVPG,X001ZBEZV1,
,259,Standard,05/07/2024,09/08/2024,N.A.,Alpine,,,ALPINE SWT-12S4,Used inventory,,-,-,-,B00H99ZZFA,TY-VXOQ-4L7Z,-,
,259,Standard,05/07/2024,09/08/2024,LPNHE826103654,Singer,,,Singer 230246102 Freiarmnaehmaschine M1005 Weiß,Used inventory,,DEFECTIVE,NOT_COMPATIBLE,"Product advertised as used-like new, but it&#39;s not functional. Please test before reselling, not just look at it.",B096L4TCML,67-OLGX-5VOR,X001VSCW59,
,259,Standard,05/07/2024,09/08/2024,LPNHK238009127,Soundmaster,,,Soundmaster UR2045SI DAB+ und UKW-RDS Küchenunterbauradio mit Bluetooth,Used inventory,,CUSTOMER_DAMAGED,DEFECTIVE,,B07TBTJYST,O0-KSR5-NHSE,X001Y51OB7,
,259,Standard,05/07/2024,09/08/2024,LPNHE826714204,Blaupunkt,,,"Blaupunkt BPA1119BT Autoradio 1 DIN, Bluetooth, USB, Noir",Used inventory,,DEFECTIVE,QUALITY_UNACCEPTABLE,Le Bluetooth ne fonctionne pas,B07XQWP36F,amzn.gr.JM-TOG4-JIT5-3mcDiD0A-PU9QmOe-LN,X001ZXY5PZ,
,259,Standard,05/07/2024,09/08/2024,LPNHE811468495,Blaupunkt,,,Blaupunkt Frankfurt RCM 82 DAB - Retro MP3-Autoradio mit Bluetooth/DAB/USB/SD/iPod/AUX-IN,Used inventory,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B09C1RMR1Y,amzn.gr.MZ-H0WE-HY8B-q4G0UsSaailEYU1Q-VG,X001YY40ZF,
,259,Standard,05/07/2024,09/08/2024,LPNHE196462347,Singer,,,"Singer Steam Works Pro 2.0 - Ferro da Stiro Verticale, 1800W, Capacità 2.5L, 75 Min di Vapore, Stiratore Verticale Pronto in 45 Sec, 3 Livelli di Vapore, Ferro Verticale con Funzione Anti Calcare",Used inventory,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B0C1KQXDSV,amzn.gr.1Z-GOUS-O4RA-eBDlNsbsxYH7fj5h-VG,X001ZAM4FB,
,259,Standard,05/07/2024,09/08/2024,LPNHE190134337,Dune,,,"Dune HD Ultra Vision 4K | Dolby Vision | HDR 10+ | ULTRA HD | Lettore multimediale in streaming di fascia alta a grandezza naturale e Smart TV Box Android | RTD1619 RD | DAC ES9038PRO, 2x HDD Rack",Used inventory,,DEFECTIVE,QUALITY_UNACCEPTABLE,"Per quello che costa mi aspettavo molto di più, fra l’altro alcune app come Netflix non vanno.",B097C3S1ZB,JR-XPU8-PKDP,X001XY8AMF,
,259,Standard,05/07/2024,09/08/2024,LPNIC109883005,Arizer,,,Arizer V Tower Extreme Q 4.0 Vaporizer with Remote Control,Used inventory,,DEFECTIVE,DEFECTIVE,la cazoleta de aromaterapia está rota,B007571W0S,Y2-FS8E-SAPI,X00207KFU9,
,259,Standard,05/07/2024,09/08/2024,LPNRP008134193,Reflecta,,,Reflecta 66043 Filmspule 8mm / Super 8 5 (127mm),New inventory,,DEFECTIVE,DEFECTIVE,Passt nicht auf superacht,B087MZ1NB1,AJ-QBLX-BZT3,X001Y7B8R5,
,259,Standard,16/07/2024,09/08/2024,LPNHK213206555,Singer,,,"Singer Nähmaschine 1409 für Anfänger - 15 Nähvorgänge, 4-Stufen-Öse, Stichlängeneinstellung und einstellbare Zick-Zack-Breite, Rückwärtshebel, Freiarm, inklusive Softcover - Singer Nähmaschine",Used inventory,,CUSTOMER_DAMAGED,NO_REASON_GIVEN,,B008F8C8AE,L5-FKZU-TROH,X001ISGBA9,
,259,Standard,07/08/2024,09/08/2024,LPNHK110395702,Dinobike,,,"Dino Bikes MTB 143GLN 14 Pouce KIDSBIKE Boy vélo, Bicyclette, Enfant-Velo, bécane, vélocipède, Rouler en vélo, Faire du vélo..Rouge..stabilisateurs..gardeboue.. 14pouce 3-6 Ans 100-120cm",Used inventory,,CUSTOMER_DAMAGED,DEFECTIVE,,B0016GK1VU,K5-FFJA-T0E6,X001YFILA9,
,262,Standard,09/08/2024,09/08/2024,LPNIC117973681,Colpharma,,,"COLPHARMA - Dispositivo de magnetoterapia MAGNETOCARE, alta intensidad, alta y baja frecuencia, 2 canales, 20 programas de intensidad regulable",New inventory,,CUSTOMER_DAMAGED,PRODUCT_NOT_SPANISH,,B07LG4QT24,J9-VZOT-2OD0,X001TDI7EL,
,262,Standard,09/08/2024,09/08/2024,LPNIC117175430,Colpharma,,,"COLPHARMA - Dispositivo de magnetoterapia MAGNETOCARE, alta intensidad, alta y baja frecuencia, 2 canales, 20 programas de intensidad regulable",New inventory,,DEFECTIVE,QUALITY_UNACCEPTABLE,"No percibo ningún efecto, no tiene indicador de batería y el aparato se apaga de manera inesperada",B07LG4QT24,J9-VZOT-2OD0,X001TDI7EL,
,262,Standard,09/08/2024,09/08/2024,LPNIC116618250,Colpharma,,,"COLPHARMA - Dispositivo de magnetoterapia MAGNETOCARE, alta intensidad, alta y baja frecuencia, 2 canales, 20 programas de intensidad regulable",New inventory,,CUSTOMER_DAMAGED,PRODUCT_NOT_SPANISH,,B07LG4QT24,J9-VZOT-2OD0,X001TDI7EL,
,262,Standard,09/08/2024,09/08/2024,LPNIC117281685,Smono,,,Vaporizador Smono 3.4 Vaporizer - Nueva versión con boquilla de cristal - Sin nicotina,New inventory,,CUSTOMER_DAMAGED,DEFECTIVE,,B07YBD3QB8,KQ-BITS-E6NQ,X001WBB4F9,
,262,Standard,09/08/2024,09/08/2024,LPNIC118018017,Dune,,,"Dune HD Homatics Box R 4K Plus Android TV 11 | Reproductor Multimedia | Chromecast |Netflix in 4K Dolby Vision & Atmos | 4/32GB, AV1, Wi-Fi 6, 1Gbit, ISO 4K DV P7 FEL MKV AFR | HDR10+ | DTS",New inventory,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B0BV7FS48D,YE-JY05-CH60,X001X79K8Z,
,262,Standard,09/08/2024,09/08/2024,LPNIC117738001,Arizer,,,Arizer Solo 2,New inventory,,DEFECTIVE,DEFECTIVE,No sale nada de vapor,B071GRQBQR,PU-M1M4-GA85,X001W891UH,
,262,Standard,09/08/2024,09/08/2024,LPNIC116436199,Arizer,,,Arizer Solo 2,New inventory,,DEFECTIVE,DEFECTIVE,Sin fumar,B071GRQBQR,PU-M1M4-GA85,X001W891UH,
,262,Standard,09/08/2024,09/08/2024,LPNHE837388648,Roten,,,RO+TEN - Tutore a cuscino per spalla con abduzione fissa a 10° TOP-S 10° - S,New inventory,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B0100Y2E36,AI-Z4WW-IM6Q,X001JOHX6X,
,262,Standard,09/08/2024,09/08/2024,LPNHE830370296,Epos,,,"Sennheiser Gsp 500 Oyuncu Kulaklıkları, Siyah / Kırmızı",New inventory,,DEFECTIVE,DEFECTIVE,,B079D7HJ13,4044155224320,X001QKSYY5,
,262,Standard,09/08/2024,09/08/2024,LPNHE831876129,Tielle,,,"TIELLE CAMP - Molla di codivilla - Modello NA 400 Tutore Resistente in Polietilene - Large, Sinistra",New inventory,,DEFECTIVE,DEFECTIVE,Non regge all&#39;ingresso della scarpa.,B0100Z09B4,W8-GB3X-B3GW,X001WOX1Y3,
,262,Standard,09/08/2024,09/08/2024,LPNHE831468033,Tielle,,,"TIELLE CAMP - Molla di codivilla Modello NA 400 Tutore Resistente in Polietilene - Large, Destra",New inventory,,DEFECTIVE,NOT_COMPATIBLE,Ho provato la molla di codivilla e indossandola mi fa male nella caviglia,B0100Z06BM,R1-NIJ1-NQAR,X001WOX16B,
,262,Standard,09/08/2024,09/08/2024,LPNHE833046581,Roten,,,Ro+Ten EPI20 (Taglia M) - Cinturino epicondilite con pressore fascia gomito rigida per tendinite,New inventory,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B095KDR2J6,23-9W2X-7VMZ,X001OBIR43,
,262,Standard,09/08/2024,09/08/2024,LPNHE833072708,Medi,,,FGP - M. STEP® - Tutore bivalve per caviglia (mod. Standard),New inventory,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B0100Y8AMA,B0100Y8AMA,X001WPI9KX,
,262,Standard,09/08/2024,09/08/2024,LPNHE827990692,Blaupunkt,,,BLAUPUNKT Milano 200 BT - Bluetooth 1-DIN Radio MIT CD mit USB | Autoradio,New inventory,,DEFECTIVE,DEFECTIVE,,B08S7MYYL7,1W-NUPR-BRCJ,X001YY5991,
,262,Standard,09/08/2024,09/08/2024,LPNHE414096364,Singer,,,"Singer 2250 Tradition - Máquina de Coser mecánica, 10 Puntadas, 43 x 22 x 35.2 cm, 6 Kg, Blanco",New inventory,,DEFECTIVE,DEFECTIVE,No cose bien algo le pasa .,B001CBZB5K,3L-T8Y8-IJXL,X001LPXS87,
,262,Standard,09/08/2024,09/08/2024,N.A.,Singer,,,SINGER Handheld Steamer 1500 watts,New inventory,,-,-,-,B0BLFNJ5JL,B0BLFNJ5JL,X001Y7JKP7,
,262,Standard,09/08/2024,09/08/2024,LPNHE414081870,Singer,,,"SINGER Heavy Duty 4411 - Máquina de coser eléctrica, Acero inoxidable, Blanco",Used inventory,,DEFECTIVE,QUALITY_UNACCEPTABLE,se atasca el hilo,B003VWXZKG,JO-324L-2WH3,X001NNHOFZ,
,264,Standard,09/08/2024,09/08/2024,LPNHE831780382,Roten,,,RO+TEN GENUFIT04 GINOCCHIERA TUBOLARE CON STABILIZZATORE ROTULEO MIS M,New inventory,,DEFECTIVE,DEFECTIVE,"Salve avrei bisogno della taglia S l&#39;articolo è taglia M, troppo grande per me",B00HVD9JVK,6B-XB0N-KZ17,X001JOI65P,
,264,Standard,09/08/2024,09/08/2024,LPNHE811922014,Roten,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",New inventory,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,264,Standard,09/08/2024,09/08/2024,LPNHE811922013,Roten,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",New inventory,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,264,Standard,09/08/2024,09/08/2024,LPNHE810415106,Roten,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",New inventory,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,264,Standard,09/08/2024,09/08/2024,LPNHE811902840,Roten,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",New inventory,,DEFECTIVE,NOT_COMPATIBLE,non andava bene per il mio problema,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,264,Standard,09/08/2024,09/08/2024,LPNHE832958456,Roten,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",New inventory,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,264,Standard,09/08/2024,09/08/2024,LPNHE828144523,Roten,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",New inventory,,DEFECTIVE,QUALITY_UNACCEPTABLE,Troppo piccolo,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,264,Standard,09/08/2024,09/08/2024,LPNHE833092476,Roten,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",New inventory,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,264,Standard,09/08/2024,09/08/2024,LPNHE832902156,Roten,,,RO+TEN - Tutore a cuscino per spalla con abduzione fissa a 10° TOP-S 10° - L,New inventory,,DEFECTIVE,QUALITY_UNACCEPTABLE,,B0100Y2I9Q,HQ-M4ZC-Z629,X001JOHCAP,
,264,Standard,09/08/2024,09/08/2024,LPNHE831697554,Roten,,,RO+TEN - Top-S 15° Supporto per spalla con abduzione fissa a 15° - L,New inventory,,DEFECTIVE,NOT_COMPATIBLE,taglia errata,B0100Y4YKC,T2-NUIH-JUA8,X001JOI46V,
,264,Standard,09/08/2024,09/08/2024,LPNHE831969448,Roten,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",New inventory,,DEFECTIVE,NOT_COMPATIBLE,troppo piccolo,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,264,Standard,09/08/2024,09/08/2024,LPNHE828170208,Roten,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",New inventory,,DEFECTIVE,QUALITY_UNACCEPTABLE,Dopo meno di un mese il velcro non aderisce più rendendone impossibile l’utilizzo.,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,264,Standard,09/08/2024,09/08/2024,LPNHE828114993,Roten,,,RO+TEN GENUFIT04 GINOCCHIERA TUBOLARE CON STABILIZZATORE ROTULEO MIS M,New inventory,,DEFECTIVE,NOT_AS_DESCRIBED,Ho preso le misure come era indicato nel sito e corrispondevano ad una M peccato che quando è arrivato e l ho misurato scendeva è grande,B00HVD9JVK,6B-XB0N-KZ17,X001JOI65P,
,264,Standard,09/08/2024,09/08/2024,LPNHE833215125,Roten,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",New inventory,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,264,Standard,09/08/2024,09/08/2024,LPNHE831319955,Roten,,,ROTEN | Tavoletta Singola | Riabilitazione caviglia o ginocchio | Propriocettiva | tendine d'Achille e distorsioni | Semisferica | Antiscivolo,New inventory,,DEFECTIVE,DEFECTIVE,,B01ITHU7LM,KI-H25S-KTV9,X00190KOOZ,
,264,Standard,09/08/2024,09/08/2024,LPNHE832900661,Roten,,,RO+TEN - Lite-cross corsetto alto in tessuto sensitive® nero - S,New inventory,,CUSTOMER_DAMAGED,SWITCHEROO,,B0100Z0CVQ,P9-5W9Q-2PT2,X001MTND2X,
,264,Standard,09/08/2024,09/08/2024,LPNHE814216990,Roten,,,RO+TEN - Lite-cross corsetto alto in tessuto sensitive® nero - L,New inventory,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B0100Z06WG,O5-NQOI-QKUR,X001KMBB7L,
,264,Standard,09/08/2024,09/08/2024,LPNHE811794481,Roten,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",New inventory,,DEFECTIVE,NOT_COMPATIBLE,Il prodotto acquistato non fascia la gamba come richiesto dal medico dopo una micro frattura alla caviglia.,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,264,Standard,09/08/2024,09/08/2024,LPNHE832119965,Roten,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",New inventory,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,264,Standard,09/08/2024,09/08/2024,LPNHE828101812,Roten,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",New inventory,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,264,Standard,09/08/2024,09/08/2024,LPNA037104925,Roten,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",New inventory,,CUSTOMER_DAMAGED,MISSED_ESTIMATED_DELIVERY,,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,264,Standard,09/08/2024,09/08/2024,LPNHE831670378,Roten,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",New inventory,,CUSTOMER_DAMAGED,MISSED_ESTIMATED_DELIVERY,,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,264,Standard,09/08/2024,09/08/2024,LPNIC102713460,Globus,,,"GLOBUS | Magnum XL Magnetoterapia Domiciliaria Alta Potencia, 26 Programas, Tratamiento de Enfermedades Osteoarticulares, Fracturas, Dolor, Inflamación, Programas Estéticos para Celulitis y Estrías",New inventory,,DEFECTIVE,NOT_AS_DESCRIBED,,B00BQEVM9W,BA-FFYS-RQSC,X001JV8OQJ,
,264,Standard,09/08/2024,09/08/2024,LPNHE828006912,Colpharma,,,"COLPHARMA MAGNETOCARE, Apparecchio Magnetoterapia, Magnetoterapia ad Alta Intensità, Magnetoterapia Bassa Frequenza o Alta Frequenza, 2 Canali 20 Programmi Intensità Regolabile",New inventory,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B07LG4QT24,J9-VZOT-2OD0,X001TDI7EL,
,264,Standard,09/08/2024,09/08/2024,LPNHE832039879,Arizer,,,"Arizer XQ2 - Vaporizzatore da tavolo, colore: Nero (Senza nicotina)",New inventory,,DEFECTIVE,QUALITY_UNACCEPTABLE,"secondo me ha un errore di progettazione, le sezioni di vetro che si incastrano non sono ermetiche. non riesco a farlo funzionare come dovrebbe quindi mi vedo costretto a restituirlo",B09NRT4QYY,SC-NOBC-70KG,X001W97A8B,
,264,Standard,09/08/2024,09/08/2024,LPNHE833030960,Orno,,,Orno OR-ZS-850 Tastiera Apriporta Simmetrica Bluetooth Smart IP44 Aperto via PIN e tramite l'applicazione,New inventory,,CUSTOMER_DAMAGED,NOT_COMPATIBLE,,B089MCC5R4,YE-OWHR-XZ5W,B089MCC5R4,
,264,Standard,09/08/2024,09/08/2024,LPNHE814113983,Orno,,,Orno OR-ZS-850 Tastiera Apriporta Simmetrica Bluetooth Smart IP44 Aperto via PIN e tramite l'applicazione,New inventory,,-,-,-,B089MCC5R4,YE-OWHR-XZ5W,B089MCC5R4,
